Column1,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
12010,Ryan Arcidiacono,NYK,28,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,10,1.6,0.8,0.4,-8.2,0,0.105,0.085,0.667,0.091,2021-22
11966,Chris Silva,MIA,25,203.2,106.140528,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,10,2.6,3.6,0.7,-16.1,0.127,0.274,0.123,0.641,0.13,2021-22
12092,Trevelin Queen,HOU,25,198.12,86.18248,New Mexico State,USA,Undrafted,Undrafted,Undrafted,10,4.3,1.6,0.4,5.6,0.091,0.134,0.219,0.619,0.074,2021-22
12282,Louis King,SAC,23,200.66,92.98636,Oregon,USA,Undrafted,Undrafted,Undrafted,10,4.5,1.2,0.9,-11.9,0,0.115,0.195,0.438,0.125,2021-22
12126,Xavier Moon,LAC,27,187.96,74.84268,Morehead State,USA,Undrafted,Undrafted,Undrafted,10,5.8,1.4,2.4,1.4,0.014,0.072,0.177,0.545,0.245,2021-22
12064,Reggie Perry,POR,22,203.2,113.398,Mississippi State,USA,2020,2,57,10,9.2,4.7,1.2,-16.6,0.074,0.165,0.222,0.537,0.118,2021-22
12101,Tacko Fall,CLE,26,228.6,141.067112,UCF,Senegal,Undrafted,Undrafted,Undrafted,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.398,0.048,2021-22
12246,Myles Powell,PHI,24,187.96,88.45044,Seton Hall,USA,Undrafted,Undrafted,Undrafted,11,1.2,0.5,0.3,-15.1,0.019,0.098,0.163,0.364,0.088,2021-22
11749,Devon Dotson,CHI,22,185.42,83.91452,Kansas,USA,Undrafted,Undrafted,Undrafted,11,2.6,0.8,1.4,-2.4,0.011,0.105,0.156,0.538,0.283,2021-22
12073,Quinndary Weatherspoon,GSW,25,190.5,92.98636,Mississippi State,USA,2019,2,49,11,2.7,1.3,0.5,-8.6,0.029,0.182,0.15,0.647,0.102,2021-22
11850,Braxton Key,DET,25,203.2,102.0582,Virginia,USA,Undrafted,Undrafted,Undrafted,11,7.2,4.5,1,8,0.058,0.187,0.184,0.508,0.077,2021-22
11997,Collin Sexton,CLE,23,185.42,86.18248,Alabama,USA,2018,1,8,11,16,3.3,2.1,-5.8,0.041,0.066,0.264,0.523,0.125,2021-22
12057,Robert Woodard II,SAS,22,198.12,106.59412,Mississippi State,USA,2020,2,40,12,0.6,0.9,0.3,16.7,0.086,0.146,0.158,0.207,0.086,2021-22
12130,Yves Pons,MEM,23,195.58,93.439952,Tennessee,France,Undrafted,Undrafted,Undrafted,12,1.1,1,0.1,-21.3,0.055,0.082,0.096,0.385,0.024,2021-22
12303,Marcus Garrett,MIA,23,195.58,92.98636,Kansas,USA,Undrafted,Undrafted,Undrafted,12,1.1,1.9,0.6,5.8,0.072,0.108,0.086,0.28,0.069,2021-22
11821,Isaiah Todd,WAS,20,205.74,99.336648,None,USA,2021,2,31,12,1.7,1,0.3,-15.6,0.034,0.123,0.188,0.349,0.095,2021-22
11865,Brodric Thomas,BOS,25,195.58,83.91452,Truman State,USA,Undrafted,Undrafted,Undrafted,12,1.8,0.8,0.9,3,0.034,0.103,0.172,0.52,0.239,2021-22
12096,Tim Frazier,CLE,31,182.88,77.11064,Penn State,USA,Undrafted,Undrafted,Undrafted,12,3.3,1.6,2.8,-17.5,0.024,0.066,0.137,0.398,0.254,2021-22
11812,Jabari Parker,BOS,27,200.66,111.13004,Duke,USA,2014,1,2,12,4.4,2.3,0.5,-0.8,0.042,0.18,0.191,0.632,0.094,2021-22
12029,Sharife Cooper,ATL,21,185.42,79.832192,Auburn,USA,2021,2,48,13,0.5,0.4,0.4,-43.9,0,0.147,0.202,0.25,0.313,2021-22
12027,Solomon Hill,ATL,31,198.12,102.511792,Arizona,USA,2013,1,23,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.117,2021-22
12075,Petr Cornelie,DEN,26,210.82,99.79024,None,France,2016,2,53,13,1.1,1.1,0.2,5.8,0.159,0.219,0.208,0.418,0.115,2021-22
12149,Udonis Haslem,MIA,42,203.2,106.59412,Florida,USA,Undrafted,Undrafted,Undrafted,13,2.5,1.9,0.3,-9.5,0.043,0.239,0.183,0.495,0.077,2021-22
11831,Jamorko Pickett,DET,24,205.74,93.439952,Georgetown,USA,Undrafted,Undrafted,Undrafted,13,3.8,2.5,0.5,0.3,0.032,0.141,0.133,0.491,0.057,2021-22
12286,Mamadi Diakite,OKC,25,205.74,103.418976,Virginia,Guinea,Undrafted,Undrafted,Undrafted,13,4.3,4.5,0.2,-3.2,0.084,0.216,0.136,0.54,0.018,2021-22
11708,Georgios Kalaitzakis,OKC,23,200.66,87.089664,None,Greece,2021,2,60,13,6.6,1.6,0.9,-29.3,0.026,0.074,0.2,0.536,0.09,2021-22
11867,Brook Lopez,MIL,34,213.36,127.912944,Stanford,USA,2008,1,10,13,12.4,4.1,0.5,-1.4,0.058,0.108,0.211,0.57,0.03,2021-22
12070,RJ Nembhard Jr.,CLE,23,193.04,90.7184,TCU,USA,Undrafted,Undrafted,Undrafted,14,1.1,0.5,0.9,-8.4,0.042,0.056,0.16,0.38,0.343,2021-22
11860,Bol Bol,ORL,22,218.44,99.79024,Oregon,Sudan,2019,2,44,14,2.4,1.4,0.4,0.5,0.049,0.211,0.16,0.565,0.102,2021-22
11897,Abdel Nader,PHX,28,195.58,102.0582,Iowa State,Egypt,2016,2,58,14,2.4,1.9,0.5,-0.9,0.026,0.145,0.139,0.431,0.065,2021-22
11732,Greg Monroe,MIN,32,208.28,113.398,Georgetown,USA,2010,1,7,14,5.4,4.6,1.6,0.9,0.141,0.176,0.164,0.566,0.162,2021-22
12189,Kris Dunn,POR,28,190.5,92.98636,Providence,USA,2016,1,5,14,7.6,3.5,5.6,-12,0.027,0.12,0.176,0.482,0.339,2021-22
11801,Joe Harris,BKN,30,198.12,99.79024,Virginia,USA,2014,2,33,14,11.3,4,1,1.1,0.012,0.109,0.146,0.624,0.047,2021-22
11750,Isaac Bonga,TOR,22,203.2,81.64656,None,Germany,2018,2,39,15,0.8,0.5,0.3,-22.6,0.043,0.038,0.108,0.363,0.089,2021-22
12270,Malik Fitts,BOS,24,195.58,104.32616,None,USA,Undrafted,Undrafted,Undrafted,15,1.4,1.1,0.3,-16.3,0.033,0.185,0.139,0.553,0.125,2021-22
12277,Luke Kornet,BOS,26,218.44,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,15,2,1.9,0.6,10.4,0.118,0.142,0.112,0.506,0.108,2021-22
12261,Neemias Queta,SAC,22,213.36,112.490816,Utah State,Portugal,2021,2,39,15,3,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076,2021-22
11748,Devontae Cacok,SAS,25,200.66,108.86208,North Carolina-Wilmington,USA,Undrafted,Undrafted,Undrafted,15,3.1,2.8,0.4,-1.6,0.058,0.279,0.122,0.675,0.073,2021-22
12132,Vlatko Cancar,DEN,25,203.2,107.047712,None,Slovenia,2017,2,49,15,4.1,2.1,1.1,0.8,0.041,0.133,0.131,0.657,0.139,2021-22
12239,Miye Oni,UTA,24,195.58,93.439952,Yale,USA,2019,2,58,16,0.3,0.4,0.3,-33.3,0.024,0.118,0.095,0.265,0.179,2021-22
12211,Justin Anderson,IND,28,195.58,104.779752,Virginia,USA,2015,1,21,16,6.4,2.9,2.1,-0.1,0.013,0.142,0.149,0.493,0.135,2021-22
11783,Javonte Smart,MIA,23,193.04,92.98636,Louisiana State,USA,Undrafted,Undrafted,Undrafted,17,3,1.4,0.9,-10.6,0.022,0.094,0.154,0.407,0.121,2021-22
11903,Alfonzo McKinnie,CHI,29,200.66,97.52228,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,17,3.5,1.9,0.3,-12.9,0.059,0.115,0.148,0.457,0.034,2021-22
12231,Mychal Mulder,MIA,28,190.5,88.45044,Kentucky,Canada,Undrafted,Undrafted,Undrafted,17,4.1,1.4,0.3,-10.3,0.007,0.089,0.153,0.438,0.031,2021-22
12148,Udoka Azubuike,UTA,22,213.36,122.46984,Kansas,Nigeria,2020,1,27,17,4.7,4.2,0,2,0.093,0.233,0.143,0.743,0,2021-22
12300,Markieff Morris,MIA,32,205.74,111.13004,Kansas,USA,2011,1,13,17,7.6,2.6,1.4,4.5,0.059,0.089,0.197,0.547,0.116,2021-22
12045,Patrick Williams,CHI,20,200.66,97.52228,Florida State,USA,2020,1,4,17,9,4.1,0.9,-5.5,0.04,0.132,0.139,0.637,0.051,2021-22
11780,Jay Scrubb,LAC,21,195.58,99.79024,None,USA,2020,2,55,18,2.7,0.9,0.4,6.9,0.016,0.1,0.188,0.486,0.095,2021-22
12052,P.J. Dozier,DEN,25,198.12,92.98636,South Carolina,USA,Undrafted,Undrafted,Undrafted,18,5.4,3.5,1.6,-12.9,0.038,0.144,0.147,0.463,0.135,2021-22
12301,Markelle Fultz,ORL,24,193.04,94.800728,Washington,USA,2017,1,1,18,10.8,2.7,5.5,-5.3,0.01,0.116,0.265,0.517,0.448,2021-22
11721,Haywood Highsmith,MIA,25,193.04,99.79024,Wheeling Jesuit,USA,2018,Undrafted,Undrafted,19,2.3,1.4,0.3,-8.5,0.056,0.097,0.131,0.446,0.052,2021-22
12097,Theo Pinson,DAL,26,195.58,96.161504,North Carolina,USA,Undrafted,Undrafted,Undrafted,19,2.5,1.1,0.9,-12.4,0.012,0.124,0.138,0.553,0.181,2021-22
11845,Jahmi'us Ramsey,SAC,21,190.5,86.18248,Texas Tech,USA,2020,2,43,19,3.2,0.7,0.4,-6,0.027,0.068,0.208,0.468,0.075,2021-22
12272,Malcolm Hill,CHI,26,198.12,99.79024,Illinois,USA,Undrafted,Undrafted,Undrafted,19,3.8,1.8,0.4,-7.3,0.051,0.118,0.118,0.619,0.05,2021-22
12187,Kyle Guy,MIA,24,185.42,75.749864,Virginia,USA,2019,2,55,19,3.9,0.9,0.9,-13.6,0.02,0.069,0.182,0.526,0.149,2021-22
12190,Lindell Wigginton,MIL,24,185.42,85.728888,Iowa State,Canada,2019,Undrafted,Undrafted,19,4.2,1.3,1.2,-11.8,0.015,0.106,0.183,0.524,0.167,2021-22
11825,Isaiah Livers,DET,23,198.12,105.233344,Michigan,USA,2021,2,42,19,6.4,3,1.1,-0.8,0.037,0.109,0.125,0.629,0.077,2021-22
12124,Willie Cauley-Stein,PHI,28,213.36,108.86208,Kentucky,USA,2015,1,6,20,1.7,2,0.5,7.2,0.064,0.144,0.099,0.474,0.074,2021-22
12139,Tyler Cook,CHI,24,203.2,115.66596,Iowa,USA,Undrafted,Undrafted,Undrafted,20,3.4,2.7,0.2,-7.5,0.08,0.2,0.127,0.643,0.021,2021-22
12218,Kai Jones,CHA,21,208.28,100.243832,Texas-Austin,Bahamas,2021,1,19,21,1,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103,2021-22
12219,KZ Okpala,MIA,23,203.2,97.52228,Stanford,USA,2019,2,32,21,3.7,2,0.7,2.7,0.044,0.118,0.141,0.521,0.082,2021-22
11731,Goran Dragic,BKN,36,190.5,86.18248,None,Slovenia,2008,2,45,21,7.5,3.1,4.1,0.4,0.027,0.104,0.166,0.474,0.227,2021-22
11974,Charlie Brown Jr.,PHI,25,198.12,90.264808,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,22,1.4,1.5,0.3,-3.6,0.067,0.088,0.105,0.346,0.045,2021-22
11839,Jalen Johnson,ATL,20,203.2,99.336648,Duke,USA,2021,1,20,22,2.4,1.2,0.1,-10,0.016,0.175,0.183,0.59,0.045,2021-22
11935,David Duke Jr.,BKN,22,193.04,92.532768,Providence,USA,Undrafted,Undrafted,Undrafted,22,4.7,3,0.8,0.1,0.077,0.105,0.15,0.444,0.066,2021-22
12153,Olivier Sarr,OKC,23,213.36,108.86208,Kentucky,France,Undrafted,Undrafted,Undrafted,22,7,4.2,0.9,-2,0.078,0.133,0.136,0.672,0.066,2021-22
11822,Isaiah Thomas,CHA,33,175.26,83.91452,Washington,USA,2011,2,60,22,8.4,1.3,1.5,-1.3,0.012,0.071,0.245,0.516,0.155,2021-22
11905,Alize Johnson,NOP,26,203.2,96.161504,Missouri State,USA,2018,2,50,23,1.8,2.7,0.4,-10.6,0.156,0.202,0.14,0.463,0.08,2021-22
11975,Charles Bassey,PHI,21,205.74,104.32616,Western Kentucky,Nigeria,2021,2,53,23,3,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07,2021-22
11858,Brad Wanamaker,WAS,32,190.5,95.25432,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,23,3.6,1.7,2.4,-6.4,0.018,0.107,0.146,0.472,0.243,2021-22
11864,Boban Marjanovic,DAL,33,220.98,131.54168,None,Serbia,Undrafted,Undrafted,Undrafted,23,4.3,1.7,0.1,12.8,0.066,0.228,0.311,0.615,0.044,2021-22
12160,Kevin Pangos,CLE,29,185.42,81.192968,Gonzaga,Canada,Undrafted,Undrafted,Undrafted,24,1.6,0.5,1.3,-12.1,0.012,0.057,0.143,0.408,0.246,2021-22
12150,Usman Garuba,HOU,20,203.2,103.872568,None,Spain,2021,1,23,24,2,3.5,0.7,7,0.083,0.263,0.091,0.51,0.084,2021-22
11950,Denzel Valentine,UTA,28,193.04,99.79024,Michigan State,USA,2016,1,14,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074,2021-22
11989,Daishen Nix,HOU,20,193.04,102.511792,None,USA,Undrafted,Undrafted,Undrafted,24,3.2,1.4,1.7,-6.6,0.026,0.103,0.167,0.48,0.208,2021-22
12095,Trevor Ariza,LAL,37,203.2,97.52228,UCLA,USA,2004,2,43,24,4,3.4,1.1,-5.3,0.02,0.151,0.11,0.449,0.079,2021-22
12172,Kira Lewis Jr.,NOP,21,185.42,77.11064,Alabama,USA,2020,1,13,24,5.9,1.6,2,-14.1,0.023,0.083,0.209,0.466,0.239,2021-22
11851,Brandon Williams,POR,22,187.96,86.18248,Arizona,USA,Undrafted,Undrafted,Undrafted,24,12.9,3.1,3.9,-20.4,0.026,0.089,0.246,0.476,0.235,2021-22
12223,Justin Robinson,DET,24,185.42,88.45044,Virginia Tech,USA,2019,Undrafted,Undrafted,25,3.1,0.8,1.3,-17.5,0.011,0.051,0.153,0.404,0.175,2021-22
12259,Nerlens Noel,NYK,28,210.82,99.79024,Kentucky,USA,2013,1,6,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.072,0.581,0.06,2021-22
12229,Lindy Waters III,OKC,24,198.12,97.52228,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,25,8,2.9,1,-4.7,0.012,0.14,0.166,0.562,0.078,2021-22
12006,Sam Hauser,BOS,24,200.66,98.429464,Virginia,USA,Undrafted,Undrafted,Undrafted,26,2.5,1.1,0.4,-0.3,0.03,0.133,0.136,0.65,0.095,2021-22
12120,Wenyen Gabriel,LAL,25,205.74,92.98636,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,26,5.4,3.7,0.5,6.7,0.105,0.151,0.165,0.549,0.053,2021-22
11947,Derrick Rose,NYK,33,187.96,90.7184,Memphis,USA,2008,1,1,26,12,3,4,5.8,0.032,0.08,0.217,0.541,0.266,2021-22
11848,Cody Zeller,POR,29,210.82,108.86208,Indiana,USA,2013,1,4,27,5.2,4.6,0.8,-2.1,0.128,0.212,0.153,0.627,0.087,2021-22
12113,Thomas Bryant,WAS,24,208.28,112.490816,Indiana,USA,2017,2,42,27,7.4,4,0.9,-9.1,0.06,0.187,0.188,0.607,0.083,2021-22
12100,T.J. McConnell,IND,30,185.42,86.18248,Arizona,USA,2015,0,Undrafted,27,8.5,3.3,4.9,-5.5,0.029,0.11,0.157,0.525,0.287,2021-22
12028,Skylar Mays,ATL,24,193.04,92.98636,Louisiana State,USA,2020,2,50,28,2.9,0.9,0.6,-12.9,0.022,0.091,0.149,0.589,0.12,2021-22
12131,Zach Collins,SAS,24,210.82,113.398,Gonzaga,USA,2017,1,10,28,7.8,5.5,2.2,3.1,0.085,0.197,0.184,0.594,0.17,2021-22
11798,Joe Wieskamp,SAS,22,198.12,92.98636,Iowa,USA,2021,2,41,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065,2021-22
11985,Damian Lillard,POR,31,187.96,88.45044,Weber State,USA,2012,1,6,29,24,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321,2021-22
12184,Kyrie Irving,BKN,30,187.96,88.45044,Duke,Australia,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.592,0.235,2021-22
11868,Bruno Fernando,HOU,23,205.74,108.86208,Maryland,Angola,2019,2,34,30,2.9,1.8,0.2,-10.1,0.102,0.223,0.197,0.671,0.082,2021-22
12162,Kevin Knox II,ATL,22,200.66,97.52228,Kentucky,USA,2018,1,9,30,3.1,1.5,0.3,-15.1,0.055,0.127,0.187,0.491,0.077,2021-22
12036,Semi Ojeleye,LAC,27,198.12,108.86208,Southern Methodist,USA,2017,2,37,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.438,0.033,2021-22
12214,Kelan Martin,BOS,26,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.072,2021-22
12134,Vit Krejci,OKC,22,203.2,88.45044,None,Czech Republic,2020,2,37,30,6.2,3.4,1.9,-12.8,0.024,0.121,0.125,0.529,0.117,2021-22
12106,Terence Davis,SAC,25,193.04,91.171992,Mississippi,USA,Undrafted,Undrafted,Undrafted,30,10.4,3.1,1.3,4.4,0.019,0.138,0.244,0.543,0.107,2021-22
11754,Ed Davis,CLE,33,205.74,98.883056,North Carolina,USA,2010,1,13,31,0.9,2.1,0.2,4.6,0.072,0.23,0.062,0.632,0.053,2021-22
12212,Keljin Blevins,POR,26,193.04,90.7184,Montana State,USA,2019,Undrafted,Undrafted,31,3.1,1.5,0.6,-27.7,0.042,0.09,0.161,0.41,0.083,2021-22
11920,Andre Iguodala,GSW,38,198.12,97.52228,Arizona,USA,2004,1,9,31,4,3.2,3.7,8.7,0.035,0.117,0.113,0.478,0.263,2021-22
12298,Markus Howard,DEN,23,177.8,79.3786,Marquette,USA,Undrafted,Undrafted,Undrafted,31,4.1,0.4,0.2,-4.9,0.01,0.064,0.264,0.567,0.068,2021-22
11835,James Bouknight,CHA,21,193.04,86.18248,Connecticut,USA,2021,1,11,31,4.6,1.7,0.8,-6.2,0.064,0.09,0.226,0.459,0.132,2021-22
12043,Paul George,LAC,32,203.2,99.79024,Fresno State,USA,2010,1,10,31,24.3,6.9,5.7,4.2,0.011,0.171,0.329,0.538,0.286,2021-22
12003,Santi Aldama,MEM,21,210.82,97.52228,Loyola-Maryland,Spain,2021,1,30,32,4.1,2.7,0.7,1.3,0.077,0.15,0.174,0.452,0.08,2021-22
12216,Keifer Sykes,IND,28,180.34,75.749864,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,32,5.6,1.4,1.9,-4.5,0.014,0.069,0.174,0.456,0.162,2021-22
12279,Luka Garza,DET,23,208.28,110.222856,Iowa,USA,2021,2,52,32,5.8,3.1,0.6,-6.3,0.13,0.116,0.195,0.535,0.086,2021-22
11929,Day'Ron Sharpe,BKN,20,205.74,120.20188,North Carolina,USA,2021,1,29,32,6.2,5,0.5,6.9,0.197,0.198,0.205,0.593,0.062,2021-22
11744,Dillon Brooks,MEM,26,200.66,102.0582,Oregon,Canada,2017,2,45,32,18.4,3.2,2.8,11,0.03,0.08,0.283,0.515,0.147,2021-22
12001,Klay Thompson,GSW,32,198.12,99.79024,Washington State,USA,2011,1,11,32,20.4,3.9,2.8,3.3,0.015,0.106,0.284,0.547,0.153,2021-22
11817,JT Thor,CHA,19,205.74,92.079176,Auburn,USA,2021,2,37,33,2,1.3,0.6,0.3,0.04,0.111,0.116,0.525,0.097,2021-22
12042,Paul Millsap,PHI,37,200.66,116.573144,Louisiana Tech,USA,2006,2,47,33,3.5,3.5,0.9,-3.5,0.096,0.182,0.158,0.458,0.121,2021-22
12109,Terry Taylor,IND,22,195.58,104.32616,Austin Peay,USA,Undrafted,Undrafted,Undrafted,33,9.6,5.2,1.2,-6.9,0.129,0.117,0.151,0.656,0.081,2021-22
11969,Chris Chiozza,GSW,26,180.34,79.3786,Florida,USA,Undrafted,Undrafted,Undrafted,34,2,1.1,1.9,-7.9,0.023,0.073,0.132,0.407,0.264,2021-22
11843,Jake Layman,MIN,28,203.2,94.800728,Maryland,USA,2016,2,47,34,2.4,1.1,0.3,-3.4,0.025,0.123,0.16,0.5,0.055,2021-22
12297,Marquese Chriss,DAL,24,205.74,108.86208,Washington,USA,2016,1,8,34,4.5,3,0.5,-2.1,0.096,0.197,0.205,0.518,0.079,2021-22
12062,Ricky Rubio,IND,31,187.96,86.18248,None,Spain,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.234,0.488,0.348,2021-22
12174,Leandro Bolmaro,MIN,21,198.12,90.7184,None,Argentina,2020,1,23,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.118,2021-22
11765,Enes Freedom,BOS,30,208.28,113.398,None,Turkey,2011,1,3,35,3.7,4.6,0.2,7.8,0.143,0.219,0.129,0.585,0.027,2021-22
12230,Lonzo Ball,CHI,24,198.12,86.18248,UCLA,USA,2017,1,2,35,13,5.4,5.1,3.1,0.029,0.125,0.17,0.575,0.203,2021-22
12226,Justin Champagnie,TOR,21,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,36,2.3,2,0.3,7.4,0.111,0.126,0.111,0.571,0.051,2021-22
12170,Killian Tillie,MEM,24,205.74,99.79024,Gonzaga,France,Undrafted,Undrafted,Undrafted,36,3.3,1.7,0.6,3.4,0.04,0.085,0.128,0.452,0.061,2021-22
11768,Elijah Hughes,POR,24,195.58,97.52228,Syracuse,USA,2020,2,39,36,3.5,1.6,0.6,-23.7,0.013,0.118,0.158,0.426,0.079,2021-22
11854,Brandon Goodwin,CLE,26,182.88,81.64656,Florida Gulf Coast,USA,Undrafted,Undrafted,Undrafted,36,4.8,1.9,2.5,-6.3,0.028,0.11,0.177,0.501,0.278,2021-22
11886,Bismack Biyombo,PHX,29,203.2,115.66596,None,DRC,2011,1,7,36,5.8,4.6,0.6,5.6,0.117,0.207,0.167,0.596,0.064,2021-22
12039,Robin Lopez,ORL,34,213.36,127.459352,Stanford,USA,2008,1,15,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142,2021-22
11773,Isaiah Jackson,IND,20,208.28,92.98636,Kentucky,USA,2021,1,22,36,8.3,4.1,0.3,-2.8,0.109,0.157,0.214,0.607,0.027,2021-22
12273,Malcolm Brogdon,IND,29,195.58,103.872568,Virginia,USA,2016,2,36,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,2021-22
11787,Jarrett Culver,MEM,23,198.12,88.45044,Texas Tech,USA,2019,1,6,37,3.5,1.3,0.9,-2.3,0.033,0.101,0.199,0.433,0.135,2021-22
12263,Nathan Knight,MIN,24,208.28,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,37,3.7,2.3,0.6,3.6,0.114,0.174,0.203,0.603,0.126,2021-22
11951,Dennis Smith Jr.,POR,24,187.96,92.98636,North Carolina State,USA,2017,1,9,37,5.6,2.4,3.6,-9.8,0.029,0.107,0.173,0.474,0.311,2021-22
12009,Saben Lee,DET,23,187.96,83.007336,Vanderbilt,USA,2020,2,38,37,5.6,2.4,2.9,-5.7,0.026,0.113,0.169,0.499,0.274,2021-22
12166,Keon Johnson,POR,20,193.04,83.91452,Tennessee,USA,2021,1,21,37,7.2,2.2,2.1,-19,0.031,0.083,0.207,0.453,0.174,2021-22
12191,Kemba Walker,NYK,32,182.88,83.460928,Connecticut,USA,2011,1,9,37,11.6,3,3.5,-9.1,0.014,0.099,0.202,0.537,0.22,2021-22
11714,Gary Clark,NOP,27,198.12,102.0582,Cincinnati,USA,Undrafted,Undrafted,Undrafted,38,2.7,2.4,0.5,-2.1,0.057,0.174,0.11,0.547,0.067,2021-22
12041,Paul Reed,PHI,23,205.74,95.25432,DePaul,USA,2020,2,58,38,3.1,2.4,0.4,-6.2,0.137,0.164,0.151,0.568,0.081,2021-22
11895,Admiral Schofield,ORL,25,195.58,109.315672,Tennessee,United Kingdom,2019,2,42,38,3.8,2.3,0.7,-13.5,0.033,0.146,0.143,0.538,0.084,2021-22
12129,Yuta Watanabe,TOR,27,205.74,97.52228,George Washington,Japan,Undrafted,Undrafted,Undrafted,38,4.3,2.4,0.6,-3.9,0.035,0.158,0.161,0.524,0.067,2021-22
12169,Kent Bazemore,LAL,32,193.04,88.45044,Old Dominion,USA,Undrafted,Undrafted,Undrafted,39,3.4,1.8,0.9,-8.9,0.022,0.097,0.128,0.451,0.085,2021-22
12069,Rajon Rondo,CLE,36,185.42,81.64656,Kentucky,USA,2006,1,21,39,4.8,2.8,4.4,-7.8,0.02,0.118,0.152,0.496,0.366,2021-22
11949,Derrick Favors,OKC,30,205.74,120.20188,Georgia Tech,USA,2010,1,3,39,5.3,4.7,0.6,-11,0.079,0.178,0.131,0.534,0.061,2021-22
11888,Alex Len,SAC,29,213.36,113.398,Maryland,Ukraine,2013,1,5,39,6,4.1,1.2,-5.5,0.076,0.168,0.165,0.577,0.104,2021-22
12241,Miles McBride,NYK,21,185.42,88.45044,West Virginia,USA,2021,2,36,40,2.2,1.1,1,13,0.011,0.097,0.137,0.393,0.159,2021-22
12210,Juancho Hernangomez,UTA,26,205.74,97.068688,None,Spain,2016,1,15,40,3.3,2.5,0.5,0.5,0.063,0.155,0.133,0.542,0.064,2021-22
12290,Matt Thomas,CHI,27,190.5,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,40,4,1.3,0.5,1.1,0.007,0.096,0.137,0.564,0.059,2021-22
12234,Moses Brown,CLE,22,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,40,4.3,3.4,0,-6.2,0.11,0.257,0.199,0.612,0.005,2021-22
12192,Kelly Olynyk,DET,31,210.82,108.86208,Gonzaga,Canada,2013,1,13,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,2021-22
11857,Bradley Beal,WAS,29,193.04,93.893544,Florida,USA,2012,1,3,40,23.2,4.7,6.6,-3.5,0.026,0.099,0.297,0.539,0.309,2021-22
11917,Anthony Davis,LAL,29,208.28,114.758776,Kentucky,USA,2012,1,1,40,23.2,9.9,3.1,-3,0.072,0.196,0.263,0.578,0.147,2021-22
11805,Jericho Sims,NYK,23,205.74,113.398,Texas-Austin,USA,2021,2,58,41,2.2,4.1,0.5,6.5,0.108,0.187,0.068,0.674,0.054,2021-22
12004,Sandro Mamukelashvili,MIL,23,205.74,108.86208,Seton Hall,Georgia,2021,2,54,41,3.8,2,0.5,-17.6,0.079,0.116,0.142,0.618,0.084,2021-22
12077,Zeke Nnaji,DEN,21,205.74,108.86208,Arizona,USA,2020,1,22,41,6.6,3.6,0.4,-3.2,0.077,0.141,0.146,0.629,0.037,2021-22
11889,Alex Caruso,CHI,28,195.58,84.368112,Texas A&M,USA,Undrafted,Undrafted,Undrafted,41,7.4,3.6,4,5.1,0.029,0.101,0.13,0.528,0.194,2021-22
11811,Jared Butler,UTA,21,190.5,87.543256,Baylor,USA,2021,2,40,42,3.8,1.1,1.5,-0.1,0.014,0.102,0.221,0.509,0.258,2021-22
11719,Ignas Brazdeikis,ORL,23,198.12,100.243832,Michigan,Canada,2019,2,47,42,5,1.7,0.9,-15.7,0.038,0.09,0.172,0.52,0.11,2021-22
