Column1,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
12087,Tre Jones,SAS,22,185.42,83.91452,Duke,USA,2020,2,41,69,6,2.2,3.4,-0.5,0.024,0.103,0.151,0.545,0.28,2021-22
12104,Taurean Prince,MIN,28,198.12,98.883056,Baylor,USA,2016,1,12,69,7.3,2.5,1,0.7,0.021,0.12,0.166,0.589,0.08,2021-22
12188,Kyle Anderson,MEM,28,205.74,104.32616,UCLA,USA,2014,1,30,69,7.6,5.3,2.7,2,0.041,0.196,0.156,0.506,0.162,2021-22
12179,Landry Shamet,PHX,25,193.04,86.18248,Wichita State,USA,2018,1,26,69,8.3,1.8,1.6,4.9,0.01,0.072,0.16,0.55,0.104,2021-22
11906,Amir Coffey,LAC,25,200.66,95.25432,Minnesota,USA,Undrafted,Undrafted,Undrafted,69,9,2.9,1.8,-0.9,0.017,0.102,0.154,0.598,0.112,2021-22
11859,Bones Hyland,DEN,21,187.96,76.657048,Virginia Commonwealth,USA,2021,1,26,69,10.1,2.7,2.8,1.7,0.011,0.133,0.231,0.558,0.22,2021-22
11893,Al Horford,BOS,36,205.74,108.86208,Florida,Dominican Republic,2007,1,3,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159,2021-22
11938,Darius Bazley,OKC,22,203.2,94.347136,None,USA,2019,1,23,69,10.8,6.3,1.4,-11.3,0.034,0.176,0.18,0.515,0.078,2021-22
11885,Carmelo Anthony,LAL,38,200.66,107.954896,Syracuse,USA,2003,1,3,69,13.3,4.2,1,-2.9,0.034,0.116,0.195,0.579,0.056,2021-22
11759,Evan Mobley,CLE,21,210.82,97.52228,Southern California,USA,2021,1,3,69,15,8.3,2.5,1.7,0.063,0.174,0.201,0.549,0.117,2021-22
11861,Bojan Bogdanovic,UTA,33,200.66,102.511792,None,Croatia,2011,2,31,69,18.1,4.3,1.7,4.8,0.027,0.106,0.232,0.599,0.086,2021-22
12068,Raul Neto,WAS,30,187.96,81.64656,None,Brazil,2013,2,47,70,7.5,1.9,3.1,-3.3,0.01,0.089,0.18,0.538,0.228,2021-22
11964,Chuma Okeke,ORL,23,198.12,103.872568,Auburn,USA,2019,1,16,70,8.6,5,1.7,-8.8,0.024,0.165,0.159,0.501,0.104,2021-22
11827,Jaden McDaniels,MIN,21,205.74,83.91452,Washington,USA,2020,1,28,70,9.2,4.2,1.1,0.6,0.038,0.115,0.149,0.553,0.063,2021-22
11782,Jaxson Hayes,NOP,22,210.82,99.79024,Texas-Austin,USA,2019,1,8,70,9.3,4.5,0.6,0.5,0.08,0.146,0.159,0.68,0.047,2021-22
12000,Jonathan Kuminga,GSW,19,200.66,102.0582,None,DRC,2021,1,7,70,9.3,3.3,0.9,1.9,0.047,0.139,0.227,0.6,0.087,2021-22
12278,Luke Kennard,LAC,26,195.58,93.439952,Duke,USA,2017,1,12,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,2021-22
12266,Lonnie Walker IV,SAS,23,193.04,92.532768,Miami,USA,2018,1,18,70,12.1,2.6,2.2,-3,0.01,0.095,0.232,0.512,0.137,2021-22
11704,Gary Trent Jr.,TOR,23,195.58,94.800728,Duke,USA,2018,2,37,70,18.3,2.7,2,3.3,0.01,0.07,0.212,0.546,0.085,2021-22
12071,RJ Barrett,NYK,22,198.12,97.068688,Duke,Canada,2019,1,3,70,20,5.8,3,-3.3,0.025,0.136,0.268,0.511,0.146,2021-22
12260,Nemanja Bjelica,GSW,34,205.74,106.140528,None,Serbia,2010,2,35,71,6.1,4.1,2.2,5.2,0.055,0.187,0.175,0.573,0.204,2021-22
12058,Payton Pritchard,BOS,24,185.42,88.45044,Oregon,USA,2020,1,26,71,6.2,1.9,2,2.2,0.031,0.093,0.18,0.578,0.222,2021-22
11705,Gary Payton II,GSW,29,190.5,88.45044,Oregon State,USA,Undrafted,Undrafted,Undrafted,71,7.1,3.5,0.9,8.3,0.058,0.132,0.14,0.679,0.076,2021-22
12051,P.J. Tucker,MIA,37,195.58,111.13004,Texas-Austin,USA,2006,2,35,71,7.6,5.5,2.1,6.2,0.052,0.146,0.116,0.593,0.107,2021-22
11738,Drew Eubanks,POR,25,205.74,111.13004,Oregon State,USA,Undrafted,Undrafted,Undrafted,71,7.7,5.4,1.2,-12.8,0.097,0.197,0.171,0.638,0.107,2021-22
11981,Cody Martin,CHA,26,198.12,92.98636,Nevada-Reno,USA,2019,2,36,71,7.7,4,2.5,0.1,0.043,0.108,0.12,0.579,0.124,2021-22
11823,Isaiah Stewart,DET,21,203.2,113.398,Washington,USA,2020,1,16,71,8.3,8.7,1.2,-9.5,0.111,0.217,0.144,0.55,0.07,2021-22
12060,Robert Covington,LAC,31,200.66,94.800728,Tennessee State,USA,Undrafted,Undrafted,Undrafted,71,8.5,5.5,1.3,0.6,0.03,0.167,0.134,0.572,0.066,2021-22
12238,Mo Bamba,ORL,24,213.36,104.779752,Texas-Austin,USA,2018,1,6,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.582,0.073,2021-22
12302,Marcus Smart,BOS,28,193.04,99.79024,Oklahoma State,USA,2014,1,6,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245,2021-22
11791,Devin Vassell,SAS,21,195.58,90.7184,Florida State,USA,2020,1,11,71,12.3,4.3,1.9,1,0.021,0.128,0.184,0.54,0.096,2021-22
12236,Montrezl Harrell,CHA,28,200.66,108.86208,Louisville,USA,2015,2,32,71,13.1,6.1,2,3,0.092,0.163,0.198,0.68,0.139,2021-22
12123,Will Barton,DEN,31,195.58,82.100152,Memphis,USA,2012,2,40,71,14.7,4.8,3.9,2,0.02,0.128,0.205,0.548,0.171,2021-22
11794,John Konchar,MEM,26,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,72,4.8,4.6,1.5,2.7,0.059,0.182,0.097,0.615,0.109,2021-22
12240,Mitchell Robinson,NYK,24,213.36,108.86208,Western Kentucky,USA,2018,2,36,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032,2021-22
11884,Bruce Brown,BKN,25,193.04,91.625584,Miami,USA,2018,2,42,72,9,4.8,2.1,-0.3,0.056,0.13,0.146,0.575,0.114,2021-22
12228,Obi Toppin,NYK,24,205.74,99.79024,Dayton,USA,2020,1,8,72,9,3.7,1.1,6.9,0.056,0.155,0.205,0.614,0.105,2021-22
11963,Daniel Gafford,WAS,23,205.74,106.140528,Arkansas,USA,2019,2,38,72,9.4,5.7,0.9,-6.9,0.107,0.169,0.16,0.708,0.071,2021-22
11922,Alperen Sengun,HOU,19,208.28,110.222856,None,Turkey,2021,1,16,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193,2021-22
12244,Mike Conley,UTA,34,185.42,79.3786,Ohio State,USA,2007,1,4,72,13.7,3,5.3,7.7,0.023,0.079,0.202,0.572,0.281,2021-22
11863,Bobby Portis,MIL,27,208.28,113.398,Arkansas,USA,2015,1,22,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.571,0.061,2021-22
12227,Julius Randle,NYK,27,203.2,113.398,Kentucky,USA,2014,1,7,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.279,0.509,0.251,2021-22
11916,Anthony Edwards,MIN,20,193.04,102.0582,Georgia,USA,2020,1,1,72,21.3,4.8,3.8,4,0.023,0.113,0.262,0.56,0.173,2021-22
12208,Juan Toscano-Anderson,GSW,29,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,73,4.1,2.4,1.7,2.9,0.03,0.143,0.144,0.561,0.18,2021-22
12294,Mason Plumlee,CHA,32,210.82,115.212368,Duke,USA,2013,1,22,73,6.5,7.7,3.1,0.9,0.091,0.205,0.117,0.603,0.165,2021-22
11921,Andre Drummond,BKN,28,208.28,126.552168,Connecticut,USA,2012,1,9,73,7.9,9.3,1.8,2.4,0.155,0.305,0.181,0.574,0.13,2021-22
12147,Tyus Jones,MEM,26,182.88,88.904032,Duke,USA,2015,1,24,73,8.7,2.4,4.4,7.6,0.01,0.097,0.164,0.544,0.285,2021-22
12059,Precious Achiuwa,TOR,22,203.2,102.0582,Memphis,Nigeria,2020,1,20,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.072,2021-22
11926,De'Anthony Melton,MEM,24,187.96,90.7184,Southern California,USA,2018,2,46,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157,2021-22
11919,Andrew Wiggins,GSW,27,200.66,89.357624,Kansas,Canada,2014,1,1,73,17.2,4.5,2.2,5.8,0.036,0.095,0.224,0.56,0.109,2021-22
12080,Tobias Harris,PHI,29,200.66,102.511792,Tennessee,USA,2011,1,19,73,17.2,6.8,3.5,3.2,0.032,0.164,0.214,0.566,0.158,2021-22
12252,Nikola Vucevic,CHI,31,208.28,117.93392,Southern California,Montenegro,2011,1,16,73,17.6,11,3.2,-1.6,0.06,0.274,0.244,0.533,0.153,2021-22
12108,Terry Rozier,CHA,28,185.42,86.18248,Louisville,USA,2015,1,16,73,19.3,4.3,4.5,1.4,0.021,0.101,0.227,0.566,0.197,2021-22
11790,Jarred Vanderbilt,MIN,23,205.74,97.068688,Kentucky,USA,2018,2,41,74,6.9,8.4,1.3,5,0.107,0.212,0.108,0.612,0.066,2021-22
12201,Josh Christopher,HOU,20,190.5,97.52228,Arizona State,USA,2021,1,24,74,7.9,2.5,2,-9.2,0.037,0.103,0.205,0.534,0.17,2021-22
11813,JaVale McGee,PHX,34,213.36,122.46984,Nevada-Reno,USA,2008,1,18,74,9.2,6.7,0.6,5.8,0.134,0.266,0.214,0.651,0.055,2021-22
12225,Justin Holiday,SAC,33,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,74,10.1,2.6,1.7,-5.1,0.014,0.08,0.156,0.543,0.086,2021-22
11979,Clint Capela,ATL,28,208.28,116.119552,None,Switzerland,2014,1,25,74,11.1,11.9,1.2,3.3,0.133,0.284,0.149,0.604,0.062,2021-22
12163,Kevin Huerter,ATL,23,200.66,89.811216,Maryland,USA,2018,1,19,74,12.1,3.4,2.7,3.8,0.014,0.098,0.169,0.57,0.125,2021-22
12161,Kevin Love,CLE,33,203.2,113.851592,UCLA,USA,2008,1,5,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153,2021-22
12018,Scottie Barnes,TOR,20,200.66,102.0582,Florida State,USA,2021,1,4,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15,2021-22
11982,Jonas Valanciunas,NOP,30,210.82,120.20188,None,Lithuania,2011,1,5,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.137,2021-22
12217,Karl-Anthony Towns,MIN,26,210.82,112.490816,Kentucky,USA,2015,1,1,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,2021-22
12253,Nikola Jokic,DEN,27,210.82,128.820128,None,Serbia,2014,2,41,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.661,0.388,2021-22
11883,Bryn Forbes,DEN,28,187.96,92.98636,Michigan State,USA,Undrafted,Undrafted,Undrafted,75,8.8,1.2,1,-0.5,0.007,0.063,0.201,0.574,0.086,2021-22
11772,Jeff Green,DEN,35,203.2,106.59412,Georgetown,USA,2007,1,5,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071,2021-22
12133,Trey Lyles,SAC,26,205.74,106.140528,Kentucky,Canada,2015,1,12,75,10.5,5.1,1.2,-7.2,0.056,0.189,0.205,0.588,0.09,2021-22
11932,Davion Mitchell,SAC,23,182.88,91.625584,Baylor,USA,2021,1,9,75,11.5,2.2,4.2,-6,0.015,0.062,0.202,0.489,0.235,2021-22
12237,Monte Morris,DEN,27,187.96,83.007336,Iowa State,USA,2017,2,51,75,12.6,3,4.4,6,0.013,0.087,0.173,0.583,0.201,2021-22
11945,Derrick White,BOS,27,193.04,86.18248,Colorado,USA,2017,1,29,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.549,0.231,2021-22
11902,Aaron Gordon,DEN,26,203.2,106.59412,Arizona,USA,2014,1,4,75,15,5.9,2.5,6.2,0.057,0.129,0.194,0.602,0.109,2021-22
12065,Reggie Jackson,LAC,32,187.96,94.347136,Boston College,USA,2011,1,24,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245,2021-22
12213,Keldon Johnson,SAS,22,198.12,99.79024,Kentucky,USA,2019,1,29,75,17,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091,2021-22
12145,Tyrese Maxey,PHI,21,187.96,90.7184,Kentucky,USA,2020,1,21,75,17.5,3.2,4.3,3.6,0.01,0.08,0.199,0.594,0.191,2021-22
12182,LaMelo Ball,CHA,20,200.66,81.64656,None,USA,2020,1,3,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.554,0.341,2021-22
12098,Steven Adams,MEM,28,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,76,6.9,10,3.4,8.3,0.159,0.198,0.118,0.56,0.155,2021-22
11701,Georges Niang,PHI,29,200.66,104.32616,Iowa State,USA,2016,2,50,76,9.2,2.7,1.3,1.9,0.014,0.097,0.16,0.594,0.09,2021-22
11818,Ivica Zubac,LAC,25,213.36,108.86208,None,Croatia,2016,2,32,76,10.3,8.5,1.6,-3.5,0.115,0.223,0.168,0.66,0.097,2021-22
11747,Devonte' Graham,NOP,27,185.42,88.45044,Kansas,USA,2018,2,34,76,11.9,2.3,4.2,0.3,0.017,0.064,0.191,0.514,0.21,2021-22
12269,Malik Monk,LAL,24,190.5,90.7184,Kentucky,USA,2017,1,11,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,2021-22
12209,Kelly Oubre Jr.,CHA,26,198.12,92.079176,Kansas,USA,2015,1,15,76,15,4,1.1,-0.2,0.036,0.106,0.223,0.56,0.063,2021-22
11849,Desmond Bane,MEM,24,195.58,97.52228,TCU,USA,2020,1,30,76,18.2,4.4,2.7,6.9,0.018,0.118,0.226,0.592,0.136,2021-22
12204,Jordan Poole,GSW,23,193.04,87.996848,Michigan,USA,2019,1,28,76,18.5,3.4,4,6.6,0.015,0.094,0.252,0.598,0.207,2021-22
11774,Jayson Tatum,BOS,24,203.2,95.25432,Duke,USA,2017,1,3,76,26.9,8,4.4,12.1,0.032,0.18,0.313,0.578,0.204,2021-22
11944,DeMar DeRozan,CHI,32,198.12,99.79024,Southern California,USA,2009,1,9,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,2021-22
12085,Trae Young,ATL,23,185.42,74.389088,Oklahoma,USA,2018,1,5,76,28.4,3.7,9.7,2.3,0.019,0.087,0.333,0.603,0.442,2021-22
11954,Delon Wright,ATL,30,195.58,83.91452,Utah,USA,2015,1,20,77,4.4,2.9,2.4,2.8,0.035,0.116,0.101,0.576,0.178,2021-22
12015,Royce O'Neale,UTA,29,195.58,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,77,7.4,4.8,2.5,5.3,0.027,0.12,0.098,0.608,0.104,2021-22
11728,Grant Williams,BOS,23,198.12,107.047712,Tennessee,USA,2019,1,22,77,7.8,3.6,1,4.5,0.035,0.107,0.123,0.635,0.058,2021-22
11996,Corey Kispert,WAS,23,198.12,101.604608,Gonzaga,USA,2021,1,15,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064,2021-22
12262,Naz Reid,MIN,22,205.74,119.748288,Louisiana State,USA,Undrafted,Undrafted,Undrafted,77,8.3,3.9,0.9,-2.4,0.074,0.161,0.209,0.588,0.091,2021-22
11908,Ayo Dosunmu,CHI,22,193.04,90.7184,Illinois,USA,2021,2,38,77,8.8,2.8,3.3,-5,0.013,0.09,0.138,0.596,0.164,2021-22
12168,Kentavious Caldwell-Pope,WAS,29,195.58,92.532768,Georgia,USA,2013,1,8,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,2021-22
12144,Tyrese Haliburton,IND,22,195.58,83.91452,Iowa State,USA,2020,1,12,77,15.3,4,8.2,-6,0.022,0.093,0.184,0.595,0.335,2021-22
11723,Harrison Barnes,SAC,30,203.2,102.0582,North Carolina,USA,2012,1,7,77,16.4,5.6,2.4,-6.7,0.031,0.135,0.184,0.623,0.103,2021-22
12084,Torrey Craig,PHX,31,200.66,100.243832,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,78,6.6,4,1.2,-5,0.05,0.137,0.139,0.556,0.082,2021-22
11720,Herbert Jones,NOP,23,200.66,93.439952,Alabama,USA,2021,2,35,78,9.5,3.8,2.1,2,0.041,0.086,0.136,0.573,0.097,2021-22
11718,Immanuel Quickley,NYK,23,190.5,86.18248,Kentucky,USA,2020,1,25,78,11.3,3.2,3.5,6.6,0.017,0.114,0.217,0.543,0.244,2021-22
11830,Jae'Sean Tate,HOU,26,193.04,104.32616,Ohio State,USA,Undrafted,Undrafted,Undrafted,78,11.8,5.4,2.8,-8.9,0.063,0.135,0.194,0.567,0.171,2021-22
11810,Jaren Jackson Jr.,MEM,22,210.82,109.769264,Michigan State,USA,2018,1,4,78,16.3,5.8,1.1,7.9,0.05,0.145,0.248,0.535,0.058,2021-22
12011,Russell Westbrook,LAL,33,190.5,90.7184,UCLA,USA,2008,1,4,78,18.5,7.4,7.1,-4,0.039,0.165,0.264,0.512,0.311,2021-22
12167,Kenyon Martin Jr.,HOU,21,195.58,97.52228,None,USA,2020,2,52,79,8.8,3.8,1.3,-6.9,0.047,0.131,0.158,0.603,0.091,2021-22
11736,Duncan Robinson,MIA,28,200.66,97.52228,Michigan,USA,Undrafted,Undrafted,Undrafted,79,10.9,2.6,1.6,2.6,0.012,0.089,0.174,0.573,0.095,2021-22
12271,Malik Beasley,MIN,25,193.04,84.821704,Florida State,USA,2016,1,19,79,12.1,2.9,1.5,2,0.012,0.1,0.189,0.544,0.085,2021-22
11752,Franz Wagner,ORL,20,208.28,99.79024,Michigan,Germany,2021,1,8,79,15.2,4.5,2.9,-4.9,0.033,0.106,0.208,0.559,0.151,2021-22
12002,Jordan Clarkson,UTA,30,193.04,87.996848,Missouri,USA,2014,2,46,79,16,3.5,2.5,8.7,0.03,0.091,0.258,0.532,0.144,2021-22
11841,Jalen Brunson,DAL,25,185.42,86.18248,Villanova,USA,2018,2,33,79,16.3,3.9,4.8,4.4,0.017,0.105,0.215,0.583,0.237,2021-22
11970,Chris Boucher,TOR,29,205.74,90.7184,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,80,9.4,6.2,0.3,5.3,0.095,0.183,0.172,0.57,0.022,2021-22
11734,Dorian Finney-Smith,DAL,29,200.66,99.79024,Florida,USA,Undrafted,Undrafted,Undrafted,80,11,4.7,1.9,4.4,0.047,0.095,0.138,0.604,0.08,2021-22
11760,Evan Fournier,NYK,29,198.12,92.98636,None,France,2012,1,20,80,14.1,2.6,2.1,-2.7,0.013,0.073,0.201,0.554,0.114,2021-22
12242,Miles Bridges,CHA,24,200.66,102.0582,Michigan State,USA,2018,1,12,80,20.2,7,3.8,2.1,0.03,0.158,0.224,0.593,0.153,2021-22
12105,Terance Mann,LAC,25,195.58,97.52228,Florida State,USA,2019,2,48,81,10.8,5.2,2.6,1.5,0.044,0.127,0.157,0.572,0.131,2021-22
12044,Patty Mills,BKN,33,182.88,81.64656,St.Mary's College of California,Australia,2009,2,55,81,11.4,1.9,2.3,1.5,0.008,0.055,0.16,0.563,0.106,2021-22
11892,Alec Burks,NYK,30,198.12,97.068688,Colorado,USA,2011,1,12,81,11.7,4.9,3,2.3,0.019,0.148,0.171,0.559,0.158,2021-22
11882,Buddy Hield,IND,29,193.04,99.79024,Oklahoma,Bahamas,2016,1,6,81,15.6,4.4,2.8,-3.6,0.025,0.114,0.214,0.548,0.135,2021-22
12158,Kevon Looney,GSW,26,205.74,100.697424,UCLA,USA,2015,1,30,82,6,7.3,2,6,0.12,0.21,0.12,0.586,0.127,2021-22
11953,Deni Avdija,WAS,21,205.74,95.25432,None,Israel,2020,1,9,82,8.4,5.2,2,-1,0.027,0.182,0.158,0.536,0.117,2021-22
11753,Dwight Powell,DAL,30,208.28,108.86208,Stanford,Canada,2014,2,45,82,8.7,4.9,1.2,2.5,0.099,0.134,0.136,0.725,0.081,2021-22
12245,Mikal Bridges,PHX,25,198.12,94.800728,Villanova,USA,2018,1,10,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084,2021-22
12008,Saddiq Bey,DET,23,200.66,97.52228,Villanova,USA,2020,1,19,82,16.1,5.4,2.8,-9.3,0.035,0.125,0.209,0.529,0.138,2021-22
